dataset_row_id,factor_key,factor_name,group_name,relevance,sentiment_score,pressure,confidence,sentiment_label,is_relevant,evidence,reason,raw_factor_returned,call_status,raw_text_chars
16,housing_area_per_capita,Общая площадь жилья на одного жителя,production_enterprises_housing,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1552
16,industrial_production_index,Индексы промышленного производства,production_enterprises_housing,0.6,0.0,0.0,0.8,neutral,False,состояние пострадавших при ЧП в Курской области сотрудников РЖД,нет связи,True,batch,1552
16,infant_mortality,Коэффициент младенческой смертности,safety_mortality,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2919
16,internal_arrivals,Число прибытий внутри региона,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
16,internal_departures,Число выбытий из региона,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
16,international_inflow,Число прибывших в страну,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
16,international_outflow,Число выбывших из страны,demography_migration,0.3,0.0,0.0,0.5,neutral,False,состояние пострадавших при ЧП,не связано с миграцией,True,batch,2719
16,large_families_housing,"Многодетные семьи, улучшившие жилищные условия",family_children_support,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2687
16,life_expectancy,Ожидаемая продолжительность жизни,safety_mortality,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2919
16,living_wage,Величина прожиточного минимума на душу населения,economy_income_prices,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,785
16,male_population,Число мужчин,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
16,marriage_rate,Число зарегистрированных браков на 1000 населения,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
16,maternity_capital,"Численность лиц, получивших сертификат на материнский капитал",family_children_support,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2687
16,mortality_rate,Коэффициент смертности на 1000 человек,safety_mortality,0.6,0.0,0.5,0.7,neutral,True,их жизни ничто не угрожает,упоминание о пострадавших,True,batch,2919
16,outpatient_clinics,Число амбулаторно-поликлинических организаций,healthcare,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1222
16,per_capita_income,Среднедушевые денежные доходы населения,economy_income_prices,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,785
16,population_size,Численность населения,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
16,preschool_coverage,Охват детей до 6 лет дошкольным образованием,family_children_support,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2687
16,primary_housing_price_index,Индексы цен на первичном рынке жилья,production_enterprises_housing,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1552
16,qualified_doctors,Численность врачей высшей и первой квалификационных категорий,healthcare,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1222
16,real_income_index,Реальные денежные доходы населения,economy_income_prices,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,785
16,secondary_housing_price_index,Индексы цен на вторичном рынке жилья,production_enterprises_housing,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1552
16,unemployment_rate,Уровень безработицы,economy_income_prices,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,785
16,wastewater_discharge,Сброс загрязненных сточных вод,ecology_utilities,0.6,0.0,0.0,0.7,neutral,False,обрушении моста сотрудников РЖД,"непрямая связь, но касается инфраструктуры",True,batch,2027
17,abortions,Число абортов,healthcare,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1222
17,air_pollution,Выбросы загрязняющих веществ в атмосферный воздух,ecology_utilities,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2027
17,birth_rate_per_1000,Коэффициент рождаемости на 1000 человек,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
17,child_living_wage,Величина прожиточного минимума на ребенка,economy_income_prices,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,785
17,childcare_allowance,Ежемесячное пособие по уходу за первым ребенком,family_children_support,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2687
17,children_benefits,"Численность детей до 18 лет, на которых назначено пособие",family_children_support,0.6,0.5,0.3,0.9,positive,True,позволяющую работающим гражданам получать налоговый вычет за оплату спортивных занятий своим родителям,расширяются основания для вычета для родителей,True,batch,2687
17,consumer_price_index,Индексы потребительских цен,economy_income_prices,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,785
17,crime_count,Количество преступлений,safety_mortality,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2919
17,divorce_rate,Число зарегистрированных разводов на 1000 населения,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
17,enterprises_count,Число предприятий и организаций,production_enterprises_housing,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1552
17,female_population,Число женщин,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
17,hospitals,Число больничных организаций,healthcare,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1222
17,housing_area_per_capita,Общая площадь жилья на одного жителя,production_enterprises_housing,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1552
17,industrial_production_index,Индексы промышленного производства,production_enterprises_housing,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1552
17,infant_mortality,Коэффициент младенческой смертности,safety_mortality,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2919
17,internal_arrivals,Число прибытий внутри региона,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
17,internal_departures,Число выбытий из региона,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
17,international_inflow,Число прибывших в страну,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
17,international_outflow,Число выбывших из страны,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
17,large_families_housing,"Многодетные семьи, улучшившие жилищные условия",family_children_support,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2687
17,life_expectancy,Ожидаемая продолжительность жизни,safety_mortality,0.3,0.0,0.0,0.5,neutral,False,получать налоговый вычет,не связано с продолжительностью жизни,True,batch,2919
17,living_wage,Величина прожиточного минимума на душу населения,economy_income_prices,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,785
17,male_population,Число мужчин,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
17,marriage_rate,Число зарегистрированных браков на 1000 населения,demography_migration,0.3,0.0,0.0,0.5,neutral,False,получать налоговый вычет за оплату спортивных занятий родителям,связано с семьей,True,batch,2719
17,maternity_capital,"Численность лиц, получивших сертификат на материнский капитал",family_children_support,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2687
17,mortality_rate,Коэффициент смертности на 1000 человек,safety_mortality,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2919
17,outpatient_clinics,Число амбулаторно-поликлинических организаций,healthcare,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1222
17,per_capita_income,Среднедушевые денежные доходы населения,economy_income_prices,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,785
17,population_size,Численность населения,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
17,preschool_coverage,Охват детей до 6 лет дошкольным образованием,family_children_support,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2687
17,primary_housing_price_index,Индексы цен на первичном рынке жилья,production_enterprises_housing,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1552
17,qualified_doctors,Численность врачей высшей и первой квалификационных категорий,healthcare,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1222
17,real_income_index,Реальные денежные доходы населения,economy_income_prices,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,785
17,secondary_housing_price_index,Индексы цен на вторичном рынке жилья,production_enterprises_housing,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1552
17,unemployment_rate,Уровень безработицы,economy_income_prices,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,785
17,wastewater_discharge,Сброс загрязненных сточных вод,ecology_utilities,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2027
18,abortions,Число абортов,healthcare,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1222
18,air_pollution,Выбросы загрязняющих веществ в атмосферный воздух,ecology_utilities,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2027
18,birth_rate_per_1000,Коэффициент рождаемости на 1000 человек,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
18,child_living_wage,Величина прожиточного минимума на ребенка,economy_income_prices,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,785
18,childcare_allowance,Ежемесячное пособие по уходу за первым ребенком,family_children_support,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2687
18,children_benefits,"Численность детей до 18 лет, на которых назначено пособие",family_children_support,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2687
18,consumer_price_index,Индексы потребительских цен,economy_income_prices,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,785
18,crime_count,Количество преступлений,safety_mortality,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2919
18,divorce_rate,Число зарегистрированных разводов на 1000 населения,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
18,enterprises_count,Число предприятий и организаций,production_enterprises_housing,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1552
18,female_population,Число женщин,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
18,hospitals,Число больничных организаций,healthcare,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1222
18,housing_area_per_capita,Общая площадь жилья на одного жителя,production_enterprises_housing,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1552
18,industrial_production_index,Индексы промышленного производства,production_enterprises_housing,0.3,0.0,0.0,0.7,neutral,False,Морской пассажирский транспорт возобновил работу,нет связи,True,batch,1552
18,infant_mortality,Коэффициент младенческой смертности,safety_mortality,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2919
18,internal_arrivals,Число прибытий внутри региона,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
18,internal_departures,Число выбытий из региона,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
18,international_inflow,Число прибывших в страну,demography_migration,0.3,0.0,0.0,0.5,neutral,False,Морской пассажирский транспорт возобновил работу,связано с перемещением,True,batch,2719
18,international_outflow,Число выбывших из страны,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
18,large_families_housing,"Многодетные семьи, улучшившие жилищные условия",family_children_support,0.0,0.0,0.0,1.0,neutral,False,,нет связи,True,batch,2687
18,life_expectancy,Ожидаемая продолжительность жизни,safety_mortality,0.3,0.0,0.0,0.5,neutral,False,возобновил работу транспорта,не связано с продолжительностью жизни,True,batch,2919
18,living_wage,Величина прожиточного минимума на душу населения,economy_income_prices,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,785
18,male_population,Число мужчин,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
18,marriage_rate,Число зарегистрированных браков на 1000 населения,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
18,maternity_capital,"Численность лиц, получивших сертификат на материнский капитал",family_children_support,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2687
18,mortality_rate,Коэффициент смертности на 1000 человек,safety_mortality,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2919
18,outpatient_clinics,Число амбулаторно-поликлинических организаций,healthcare,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1222
18,per_capita_income,Среднедушевые денежные доходы населения,economy_income_prices,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,785
18,population_size,Численность населения,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
18,preschool_coverage,Охват детей до 6 лет дошкольным образованием,family_children_support,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2687
18,primary_housing_price_index,Индексы цен на первичном рынке жилья,production_enterprises_housing,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1552
18,qualified_doctors,Численность врачей высшей и первой квалификационных категорий,healthcare,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1222
18,real_income_index,Реальные денежные доходы населения,economy_income_prices,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,785
18,secondary_housing_price_index,Индексы цен на вторичном рынке жилья,production_enterprises_housing,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1552
18,unemployment_rate,Уровень безработицы,economy_income_prices,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,785
18,wastewater_discharge,Сброс загрязненных сточных вод,ecology_utilities,0.3,0.0,0.0,0.5,neutral,False,Движение морского пассажирского транспорта возобновилось,связь с водным транспортом,True,batch,2027
19,abortions,Число абортов,healthcare,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1222
19,air_pollution,Выбросы загрязняющих веществ в атмосферный воздух,ecology_utilities,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2027
19,birth_rate_per_1000,Коэффициент рождаемости на 1000 человек,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
19,child_living_wage,Величина прожиточного минимума на ребенка,economy_income_prices,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,785
19,childcare_allowance,Ежемесячное пособие по уходу за первым ребенком,family_children_support,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2687
19,children_benefits,"Численность детей до 18 лет, на которых назначено пособие",family_children_support,0.0,0.0,0.0,1.0,neutral,False,,нет связи,True,batch,2687
19,consumer_price_index,Индексы потребительских цен,economy_income_prices,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,785
19,crime_count,Количество преступлений,safety_mortality,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2919
19,divorce_rate,Число зарегистрированных разводов на 1000 населения,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
19,enterprises_count,Число предприятий и организаций,production_enterprises_housing,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1552
19,female_population,Число женщин,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
19,hospitals,Число больничных организаций,healthcare,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1222
19,housing_area_per_capita,Общая площадь жилья на одного жителя,production_enterprises_housing,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1552
19,industrial_production_index,Индексы промышленного производства,production_enterprises_housing,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1552
19,infant_mortality,Коэффициент младенческой смертности,safety_mortality,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2919
19,internal_arrivals,Число прибытий внутри региона,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
19,internal_departures,Число выбытий из региона,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
19,international_inflow,Число прибывших в страну,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
19,international_outflow,Число выбывших из страны,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
19,large_families_housing,"Многодетные семьи, улучшившие жилищные условия",family_children_support,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2687
19,life_expectancy,Ожидаемая продолжительность жизни,safety_mortality,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2919
19,living_wage,Величина прожиточного минимума на душу населения,economy_income_prices,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,785
19,male_population,Число мужчин,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
19,marriage_rate,Число зарегистрированных браков на 1000 населения,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
19,maternity_capital,"Численность лиц, получивших сертификат на материнский капитал",family_children_support,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2687
19,mortality_rate,Коэффициент смертности на 1000 человек,safety_mortality,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2919
19,outpatient_clinics,Число амбулаторно-поликлинических организаций,healthcare,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,1222
19,per_capita_income,Среднедушевые денежные доходы населения,economy_income_prices,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,785
19,population_size,Численность населения,demography_migration,0.0,0.0,0.0,0.0,neutral,False,,,False,batch,2719
